,County,City,State,Geog_Area_Type,Gigabit_Fiber_Coverage,Business_Density
533025,Jefferson County,Jefferson,MO,Rural,Limited,Moderate
533055,Johnson County,Johnson,MO,Rural,Limited,Low
533085,Knox County,Knox,MO,Rural,Limited,Low
533115,Laclede County,Laclede,MO,Rural,Limited,Low
533145,Lafayette County,Lafayette,MO,Rural,Limited,Low
533175,Lawrence County,Lawrence,MO,Rural,Moderate,Low
533205,Lewis County,Lewis,MO,Rural,Moderate,Low
533235,Lincoln County,Lincoln,MO,Rural,Moderate,Moderate
533265,Linn County,Linn,MO,Rural,Moderate,Low
533295,Livingston County,Livingston,MO,Rural,Good,Low
533325,McDonald County,McDonald,MO,Rural,Good,Low
533355,Macon County,Macon,MO,Rural,Limited,Low
533385,Madison County,Madison,MO,Rural,Limited,Low
533415,Maries County,Maries,MO,Rural,Limited,Low
533445,Marion County,Marion,MO,Rural,Moderate,Low
533475,Mercer County,Mercer,MO,Rural,Excellent,Low
533505,Miller County,Miller,MO,Rural,Limited,Low
533535,Mississippi County,Mississippi,MO,Rural,Moderate,Low
533565,Moniteau County,Moniteau,MO,Rural,Excellent,Low
533595,Monroe County,Monroe,MO,Rural,Limited,Low
533625,Montgomery County,Montgomery,MO,Rural,Moderate,Low
533655,Morgan County,Morgan,MO,Rural,Excellent,Moderate
533685,New Madrid County,New Madrid,MO,Rural,Moderate,Low
533715,Newton County,Newton,MO,Rural,Moderate,Moderate
533745,Nodaway County,Nodaway,MO,Rural,Excellent,Low
533775,Oregon County,Oregon,MO,Rural,Moderate,Low
533805,Osage County,Osage,MO,Rural,Limited,Low
533835,Ozark County,Ozark,MO,Rural,Limited,Low
533865,Pemiscot County,Pemiscot,MO,Rural,Good,Low
533895,Perry County,Perry,MO,Rural,Limited,Low
533925,Pettis County,Pettis,MO,Rural,Limited,Low
533955,Phelps County,Phelps,MO,Rural,Limited,Low
533985,Pike County,Pike,MO,Rural,Moderate,Low
534015,Platte County,Platte,MO,Rural,Moderate,Low
534045,Polk County,Polk,MO,Rural,Limited,Low
534075,Pulaski County,Pulaski,MO,Rural,Limited,Low
534105,Putnam County,Putnam,MO,Rural,Excellent,Low
534135,Ralls County,Ralls,MO,Rural,Good,Low
534165,Randolph County,Randolph,MO,Rural,Limited,Low
534195,Ray County,Ray,MO,Rural,Moderate,Low
534225,Reynolds County,Reynolds,MO,Rural,Limited,Low
534255,Ripley County,Ripley,MO,Rural,Limited,Low
534285,St. Charles County,St. Charles,MO,Rural,Limited,Low
534315,St. Clair County,St. Clair,MO,Rural,Good,Low
534345,Ste. Genevieve County,Ste. Genevieve,MO,Rural,Limited,Low
534375,St. Francois County,St. Francois,MO,Rural,Limited,Moderate
534405,St. Louis County,St. Louis,MO,Rural,Limited,Low
534435,Saline County,Saline,MO,Rural,Moderate,Low
534465,Schuyler County,Schuyler,MO,Rural,Moderate,Low
534495,Scotland County,Scotland,MO,Rural,Excellent,Low
534525,Scott County,Scott,MO,Rural,Good,Low
534555,Shannon County,Shannon,MO,Rural,Limited,Low
534585,Shelby County,Shelby,MO,Rural,Limited,Low
534615,Stoddard County,Stoddard,MO,Rural,Good,Low
534645,Stone County,Stone,MO,Rural,Limited,Moderate
534675,Sullivan County,Sullivan,MO,Rural,Excellent,Low
534705,Taney County,Taney,MO,Rural,Limited,Low
534735,Texas County,Texas,MO,Rural,Limited,Low
534765,Vernon County,Vernon,MO,Rural,Moderate,Low
534795,Warren County,Warren,MO,Rural,Moderate,Low
534825,Washington County,Washington,MO,Rural,Limited,Low
534855,Wayne County,Wayne,MO,Rural,Limited,Low
534885,Webster County,Webster,MO,Rural,Limited,Low
534915,Worth County,Worth,MO,Rural,Excellent,Low
534945,Wright County,Wright,MO,Rural,Limited,Low
534975,Beaverhead County,Beaverhead,MT,Rural,Moderate,Low
535005,Big Horn County,Big Horn,MT,Rural,Moderate,Low
535035,Blaine County,Blaine,MT,Rural,Limited,Low
535065,Broadwater County,Broadwater,MT,Rural,Limited,Low
535095,Carbon County,Carbon,MT,Rural,Limited,Low
535125,Carter County,Carter,MT,Rural,Moderate,Low
535155,Cascade County,Cascade,MT,Rural,Moderate,Low
535185,Chouteau County,Chouteau,MT,Rural,Limited,Low
535215,Custer County,Custer,MT,Rural,Limited,Low
535245,Daniels County,Daniels,MT,Rural,Excellent,Low
535275,Dawson County,Dawson,MT,Rural,Good,Low
535305,Deer Lodge County,Deer Lodge,MT,Rural,Moderate,Low
535335,Fallon County,Fallon,MT,Rural,Excellent,Low
535365,Fergus County,Fergus,MT,Rural,Limited,Low
535395,Flathead County,Flathead,MT,Rural,Limited,Moderate
535425,Gallatin County,Gallatin,MT,Rural,Moderate,Moderate
535455,Garfield County,Garfield,MT,Rural,Moderate,Low
535485,Glacier County,Glacier,MT,Rural,Limited,Low
535515,Golden Valley County,Golden Valley,MT,Rural,Good,Low
535545,Granite County,Granite,MT,Rural,Excellent,Low
535575,Hill County,Hill,MT,Rural,Limited,Low
535605,Jefferson County,Jefferson,MT,Rural,Limited,Low
535635,Judith Basin County,Judith Basin,MT,Rural,Limited,Low
535665,Lake County,Lake,MT,Rural,Limited,Moderate
535695,Lewis and Clark County,Lewis and Clark,MT,Rural,Limited,Low
535725,Liberty County,Liberty,MT,Rural,Limited,Low
535755,Lincoln County,Lincoln,MT,Rural,Moderate,Low
535785,McCone County,McCone,MT,Rural,Good,Low
535815,Madison County,Madison,MT,Rural,Excellent,Low
535845,Meagher County,Meagher,MT,Rural,Limited,Low
535875,Mineral County,Mineral,MT,Rural,Limited,Low
535905,Missoula County,Missoula,MT,Rural,Limited,Moderate
535935,Musselshell County,Musselshell,MT,Rural,Excellent,Low
535965,Park County,Park,MT,Rural,Limited,Low
535995,Petroleum County,Petroleum,MT,Rural,Moderate,Low
536025,Phillips County,Phillips,MT,Rural,Limited,Low
536055,Pondera County,Pondera,MT,Rural,Moderate,Low
536085,Powder River County,Powder River,MT,Rural,Moderate,Low
536115,Powell County,Powell,MT,Rural,Limited,Low
536145,Prairie County,Prairie,MT,Rural,Excellent,Low
536175,Ravalli County,Ravalli,MT,Rural,Limited,Moderate
536205,Richland County,Richland,MT,Rural,Good,Low
536235,Roosevelt County,Roosevelt,MT,Rural,Good,Low
536265,Rosebud County,Rosebud,MT,Rural,Moderate,Low
536295,Sanders County,Sanders,MT,Rural,Good,Low
536325,Sheridan County,Sheridan,MT,Rural,Excellent,Low
536355,Silver Bow County,Silver Bow,MT,Rural,Limited,Low
536385,Stillwater County,Stillwater,MT,Rural,Limited,Low
536415,Sweet Grass County,Sweet Grass,MT,Rural,Limited,Low
536445,Teton County,Teton,MT,Rural,Excellent,Low
536475,Toole County,Toole,MT,Rural,Limited,Low
536505,Treasure County,Treasure,MT,Rural,Limited,Low
536535,Valley County,Valley,MT,Rural,Good,Low
536565,Wheatland County,Wheatland,MT,Rural,Limited,Low
536595,Wibaux County,Wibaux,MT,Rural,Excellent,Low
536625,Yellowstone County,Yellowstone,MT,Rural,Limited,Moderate
536655,Adams County,Adams,NE,Rural,Moderate,Low
536685,Antelope County,Antelope,NE,Rural,Good,Low
536715,Arthur County,Arthur,NE,Rural,Limited,Low
536745,Banner County,Banner,NE,Rural,Limited,Low
536775,Blaine County,Blaine,NE,Rural,Limited,Low
536805,Boone County,Boone,NE,Rural,Limited,Low
536835,Box Butte County,Box Butte,NE,Rural,Excellent,Low
536865,Boyd County,Boyd,NE,Rural,Limited,Low
536895,Brown County,Brown,NE,Rural,Good,Low
536925,Buffalo County,Buffalo,NE,Rural,Limited,Low
536955,Burt County,Burt,NE,Rural,Limited,Low
536985,Butler County,Butler,NE,Rural,Moderate,Low
537015,Cass County,Cass,NE,Rural,Good,Low
537045,Cedar County,Cedar,NE,Rural,Moderate,Low
537075,Chase County,Chase,NE,Rural,Excellent,Low
537105,Cherry County,Cherry,NE,Rural,Good,Low
537135,Cheyenne County,Cheyenne,NE,Rural,Limited,Low
537165,Clay County,Clay,NE,Rural,Good,Low
537195,Colfax County,Colfax,NE,Rural,Moderate,Low
537225,Cuming County,Cuming,NE,Rural,Good,Low
537255,Custer County,Custer,NE,Rural,Good,Low
537285,Dakota County,Dakota,NE,Rural,Limited,Low
537315,Dawes County,Dawes,NE,Rural,Good,Low
537345,Dawson County,Dawson,NE,Rural,Good,Low
537375,Deuel County,Deuel,NE,Rural,Moderate,Low
537405,Dixon County,Dixon,NE,Rural,Limited,Low
537435,Dodge County,Dodge,NE,Rural,Good,Low
537465,Douglas County,Douglas,NE,Rural,Limited,Low
537495,Dundy County,Dundy,NE,Rural,Excellent,Low
537525,Fillmore County,Fillmore,NE,Rural,Good,Low
537555,Franklin County,Franklin,NE,Rural,Good,Low
537585,Frontier County,Frontier,NE,Rural,Limited,Low
537615,Furnas County,Furnas,NE,Rural,Good,Low
537645,Gage County,Gage,NE,Rural,Good,Low
537675,Garden County,Garden,NE,Rural,Moderate,Low
537705,Garfield County,Garfield,NE,Rural,Excellent,Low
537735,Gosper County,Gosper,NE,Rural,Moderate,Low
537765,Grant County,Grant,NE,Rural,Limited,Low
537795,Greeley County,Greeley,NE,Rural,Limited,Low
537825,Hall County,Hall,NE,Rural,Moderate,Low
537855,Hamilton County,Hamilton,NE,Rural,Excellent,Low
537885,Harlan County,Harlan,NE,Rural,Excellent,Low
537915,Hayes County,Hayes,NE,Rural,Moderate,Low
537945,Hitchcock County,Hitchcock,NE,Rural,Limited,Low
537975,Holt County,Holt,NE,Rural,Moderate,Low
538005,Hooker County,Hooker,NE,Rural,Limited,Low
538035,Howard County,Howard,NE,Rural,Moderate,Low
538065,Jefferson County,Jefferson,NE,Rural,Moderate,Low
538095,Johnson County,Johnson,NE,Rural,Moderate,Low
538125,Kearney County,Kearney,NE,Rural,Good,Low
538155,Keith County,Keith,NE,Rural,Good,Low
538185,Keya Paha County,Keya Paha,NE,Rural,Limited,Low
538215,Kimball County,Kimball,NE,Rural,Limited,Low
538245,Knox County,Knox,NE,Rural,Moderate,Low
538275,Lancaster County,Lancaster,NE,Rural,Moderate,Moderate
538305,Lincoln County,Lincoln,NE,Rural,Limited,Low
538335,Logan County,Logan,NE,Rural,Excellent,Low
538365,Loup County,Loup,NE,Rural,Excellent,Low
538395,McPherson County,McPherson,NE,Rural,Moderate,Low
538425,Madison County,Madison,NE,Rural,Moderate,Low
538455,Merrick County,Merrick,NE,Rural,Moderate,Low
538485,Morrill County,Morrill,NE,Rural,Moderate,Low
538515,Nance County,Nance,NE,Rural,Limited,Low
538545,Nemaha County,Nemaha,NE,Rural,Good,Low
538575,Nuckolls County,Nuckolls,NE,Rural,Good,Low
538605,Otoe County,Otoe,NE,Rural,Moderate,Low
538635,Pawnee County,Pawnee,NE,Rural,Moderate,Low
538665,Perkins County,Perkins,NE,Rural,Limited,Low
538695,Phelps County,Phelps,NE,Rural,Moderate,Low
538725,Pierce County,Pierce,NE,Rural,Moderate,Low
538755,Platte County,Platte,NE,Rural,Moderate,Low
538785,Polk County,Polk,NE,Rural,Good,Low
538815,Red Willow County,Red Willow,NE,Rural,Good,Low
538845,Richardson County,Richardson,NE,Rural,Limited,Low
538875,Rock County,Rock,NE,Rural,Limited,Low
538905,Saline County,Saline,NE,Rural,Moderate,Low
538935,Sarpy County,Sarpy,NE,Rural,Limited,Low
538965,Saunders County,Saunders,NE,Rural,Moderate,Low
538995,Scotts Bluff County,Scotts Bluff,NE,Rural,Limited,Low
539025,Seward County,Seward,NE,Rural,Moderate,Low
539055,Sheridan County,Sheridan,NE,Rural,Moderate,Low
539085,Sherman County,Sherman,NE,Rural,Moderate,Low
539115,Sioux County,Sioux,NE,Rural,Limited,Low
539145,Stanton County,Stanton,NE,Rural,Good,Low
539175,Thayer County,Thayer,NE,Rural,Good,Low
539205,Thomas County,Thomas,NE,Rural,Limited,Low
539235,Thurston County,Thurston,NE,Rural,Limited,Low
539265,Valley County,Valley,NE,Rural,Moderate,Low
539295,Washington County,Washington,NE,Rural,Limited,Low
539325,Wayne County,Wayne,NE,Rural,Limited,Low
539355,Webster County,Webster,NE,Rural,Excellent,Low
539385,Wheeler County,Wheeler,NE,Rural,Moderate,Low
539415,York County,York,NE,Rural,Moderate,Low
539445,Churchill County,Churchill,NV,Rural,Moderate,Low
539475,Clark County,Clark,NV,Rural,Limited,Moderate
539505,Douglas County,Douglas,NV,Rural,Limited,Low
539535,Elko County,Elko,NV,Rural,Moderate,Low
539565,Esmeralda County,Esmeralda,NV,Rural,Limited,Low
539595,Eureka County,Eureka,NV,Rural,Limited,Low
539625,Humboldt County,Humboldt,NV,Rural,Limited,Low
539655,Lander County,Lander,NV,Rural,Limited,Low
539685,Lincoln County,Lincoln,NV,Rural,Limited,Low
539715,Lyon County,Lyon,NV,Rural,Limited,Low
539745,Mineral County,Mineral,NV,Rural,Limited,Low
539775,Nye County,Nye,NV,Rural,Limited,Low
539805,Pershing County,Pershing,NV,Rural,Limited,Low
539835,Storey County,Storey,NV,Rural,Limited,Low
539865,Washoe County,Washoe,NV,Rural,Moderate,Low
539895,White Pine County,White Pine,NV,Rural,Limited,Low
539925,Carson City,Carson City,NV,Rural,Limited,Low
539955,Belknap County,Belknap,NH,Rural,Moderate,Moderate
539985,Carroll County,Carroll,NH,Rural,Limited,Moderate
540015,Cheshire County,Cheshire,NH,Rural,Limited,Moderate
540045,Coos County,Coos,NH,Rural,Limited,Moderate
540075,Grafton County,Grafton,NH,Rural,Moderate,Moderate
540105,Hillsborough County,Hillsborough,NH,Rural,Moderate,Moderate
540135,Merrimack County,Merrimack,NH,Rural,Good,Moderate
540165,Rockingham County,Rockingham,NH,Rural,Limited,Moderate
540195,Strafford County,Strafford,NH,Rural,Limited,Moderate
540225,Sullivan County,Sullivan,NH,Rural,Limited,Moderate
540255,Atlantic County,Atlantic,NJ,Rural,Limited,Moderate
540285,Bergen County,Bergen,NJ,Rural,Limited,Low
540315,Burlington County,Burlington,NJ,Rural,Limited,Moderate
540345,Camden County,Camden,NJ,Rural,Limited,Low
540375,Cape May County,Cape May,NJ,Rural,Limited,Low
540405,Cumberland County,Cumberland,NJ,Rural,Limited,Moderate
540435,Essex County,Essex,NJ,Rural,Limited,Low
540465,Gloucester County,Gloucester,NJ,Rural,Limited,Moderate
540495,Hunterdon County,Hunterdon,NJ,Rural,Limited,Moderate
540525,Mercer County,Mercer,NJ,Rural,Limited,Low
540555,Middlesex County,Middlesex,NJ,Rural,Limited,Low
540585,Monmouth County,Monmouth,NJ,Rural,Limited,Moderate
540615,Morris County,Morris,NJ,Rural,Limited,Moderate
540645,Ocean County,Ocean,NJ,Rural,Limited,Low
540675,Passaic County,Passaic,NJ,Rural,Limited,Low
540705,Salem County,Salem,NJ,Rural,Limited,Moderate
540735,Somerset County,Somerset,NJ,Rural,Limited,Low
540765,Sussex County,Sussex,NJ,Rural,Good,Moderate
540795,Warren County,Warren,NJ,Rural,Limited,Moderate
540825,Bernalillo County,Bernalillo,NM,Rural,Limited,Moderate
540855,Catron County,Catron,NM,Rural,Limited,Low
540885,Chaves County,Chaves,NM,Rural,Limited,Low
540915,Cibola County,Cibola,NM,Rural,Moderate,Low
540945,Colfax County,Colfax,NM,Rural,Limited,Low
540975,Curry County,Curry,NM,Rural,Excellent,Low
541005,De Baca County,De Baca,NM,Rural,Excellent,Low
541035,Doña Ana County,Doña Ana,NM,Rural,Limited,Moderate
541065,Eddy County,Eddy,NM,Rural,Limited,Low
541095,Grant County,Grant,NM,Rural,Limited,Low
541125,Guadalupe County,Guadalupe,NM,Rural,Excellent,Low
541155,Harding County,Harding,NM,Rural,Excellent,Low
541185,Hidalgo County,Hidalgo,NM,Rural,Limited,Low
541215,Lea County,Lea,NM,Rural,Good,Low
541245,Lincoln County,Lincoln,NM,Rural,Limited,Low
541275,Los Alamos County,Los Alamos,NM,Rural,Limited,Low
541305,Luna County,Luna,NM,Rural,Limited,Low
541335,McKinley County,McKinley,NM,Rural,Limited,Moderate
541365,Mora County,Mora,NM,Rural,Limited,Low
541395,Otero County,Otero,NM,Rural,Limited,Moderate
541425,Quay County,Quay,NM,Rural,Good,Low
541455,Rio Arriba County,Rio Arriba,NM,Rural,Limited,Low
541485,Roosevelt County,Roosevelt,NM,Rural,Moderate,Low
541515,Sandoval County,Sandoval,NM,Rural,Limited,Moderate
541545,San Juan County,San Juan,NM,Rural,Limited,Moderate
541575,San Miguel County,San Miguel,NM,Rural,Moderate,Low
541605,Santa Fe County,Santa Fe,NM,Rural,Limited,Moderate
541635,Sierra County,Sierra,NM,Rural,Good,Low
541665,Socorro County,Socorro,NM,Rural,Limited,Low
541695,Taos County,Taos,NM,Rural,Limited,Low
541725,Torrance County,Torrance,NM,Rural,Limited,Low
541755,Union County,Union,NM,Rural,Excellent,Low
541785,Valencia County,Valencia,NM,Rural,Limited,Low
541815,Albany County,Albany,NY,Rural,Limited,Moderate
541845,Allegany County,Allegany,NY,Rural,Good,Moderate
541875,Bronx County,Bronx,NY,Rural,Good,Low
541905,Broome County,Broome,NY,Rural,Moderate,Moderate
541935,Cattaraugus County,Cattaraugus,NY,Rural,Good,Moderate
541965,Cayuga County,Cayuga,NY,Rural,Limited,Moderate
541995,Chautauqua County,Chautauqua,NY,Rural,Limited,Moderate
542025,Chemung County,Chemung,NY,Rural,Limited,Low
542055,Chenango County,Chenango,NY,Rural,Limited,Moderate
542085,Clinton County,Clinton,NY,Rural,Limited,Moderate
542115,Columbia County,Columbia,NY,Rural,Moderate,Moderate
542145,Cortland County,Cortland,NY,Rural,Moderate,Low
542175,Delaware County,Delaware,NY,Rural,Good,Moderate
542205,Dutchess County,Dutchess,NY,Rural,Limited,Moderate
542235,Erie County,Erie,NY,Rural,Limited,High
542265,Essex County,Essex,NY,Rural,Limited,Moderate
542295,Franklin County,Franklin,NY,Rural,Limited,Moderate
542325,Fulton County,Fulton,NY,Rural,Limited,Moderate
542355,Genesee County,Genesee,NY,Rural,Limited,Moderate
542385,Greene County,Greene,NY,Rural,Moderate,Moderate
542415,Hamilton County,Hamilton,NY,Rural,Limited,Low
542445,Herkimer County,Herkimer,NY,Rural,Limited,Moderate
542475,Jefferson County,Jefferson,NY,Rural,Limited,Moderate
542505,Kings County,Kings,NY,Rural,Moderate,Low
542535,Lewis County,Lewis,NY,Rural,Limited,Moderate
542565,Livingston County,Livingston,NY,Rural,Limited,Moderate
542595,Madison County,Madison,NY,Rural,Limited,Moderate
542625,Monroe County,Monroe,NY,Rural,Limited,Moderate
542655,Montgomery County,Montgomery,NY,Rural,Limited,Low
542685,Nassau County,Nassau,NY,Rural,Limited,Low
542715,Niagara County,Niagara,NY,Rural,Limited,Moderate
542745,Oneida County,Oneida,NY,Rural,Limited,Moderate
542775,Onondaga County,Onondaga,NY,Rural,Limited,Moderate
542805,Ontario County,Ontario,NY,Rural,Limited,Moderate
542835,Orange County,Orange,NY,Rural,Limited,Moderate
542865,Orleans County,Orleans,NY,Rural,Limited,Low
542895,Oswego County,Oswego,NY,Rural,Limited,Moderate
542925,Otsego County,Otsego,NY,Rural,Moderate,Moderate
542955,Putnam County,Putnam,NY,Rural,Limited,Moderate
542985,Queens County,Queens,NY,Rural,Good,Low
543015,Rensselaer County,Rensselaer,NY,Rural,Limited,Moderate
543045,Richmond County,Richmond,NY,Rural,Limited,Low
543075,Rockland County,Rockland,NY,Rural,Limited,Low
543105,St. Lawrence County,St. Lawrence,NY,Rural,Limited,Moderate
543135,Saratoga County,Saratoga,NY,Rural,Limited,Moderate
543165,Schenectady County,Schenectady,NY,Rural,Limited,Low
543195,Schoharie County,Schoharie,NY,Rural,Limited,Moderate
543225,Schuyler County,Schuyler,NY,Rural,Limited,Low
543255,Seneca County,Seneca,NY,Rural,Moderate,Low
543285,Steuben County,Steuben,NY,Rural,Moderate,Moderate
543315,Suffolk County,Suffolk,NY,Rural,Limited,Moderate
543345,Sullivan County,Sullivan,NY,Rural,Limited,Moderate
543375,Tioga County,Tioga,NY,Rural,Limited,Moderate
543405,Tompkins County,Tompkins,NY,Rural,Limited,Moderate
543435,Ulster County,Ulster,NY,Rural,Limited,High
543465,Warren County,Warren,NY,Rural,Limited,Moderate
543495,Washington County,Washington,NY,Rural,Limited,Moderate
543525,Wayne County,Wayne,NY,Rural,Limited,Moderate
543555,Westchester County,Westchester,NY,Rural,Limited,Moderate
543585,Wyoming County,Wyoming,NY,Rural,Limited,Moderate
543615,Yates County,Yates,NY,Rural,Limited,Low
543645,Alamance County,Alamance,NC,Rural,Limited,Moderate
543675,Alexander County,Alexander,NC,Rural,Limited,Moderate
543705,Alleghany County,Alleghany,NC,Rural,Excellent,Low
543735,Anson County,Anson,NC,Rural,Limited,Low
543765,Ashe County,Ashe,NC,Rural,Excellent,Moderate
543795,Avery County,Avery,NC,Rural,Moderate,Moderate
543825,Beaufort County,Beaufort,NC,Rural,Moderate,Moderate
543855,Bertie County,Bertie,NC,Rural,Limited,Low
543885,Bladen County,Bladen,NC,Rural,Moderate,Moderate
543915,Brunswick County,Brunswick,NC,Rural,Moderate,Moderate
543945,Buncombe County,Buncombe,NC,Rural,Limited,Moderate
543975,Burke County,Burke,NC,Rural,Limited,Moderate
544005,Cabarrus County,Cabarrus,NC,Rural,Limited,Moderate
544035,Caldwell County,Caldwell,NC,Rural,Limited,Moderate
544065,Camden County,Camden,NC,Rural,Moderate,Low
544095,Carteret County,Carteret,NC,Rural,Limited,Low
544125,Caswell County,Caswell,NC,Rural,Limited,Low
544155,Catawba County,Catawba,NC,Rural,Limited,Moderate
544185,Chatham County,Chatham,NC,Rural,Moderate,Moderate
544215,Cherokee County,Cherokee,NC,Rural,Moderate,Moderate
544245,Chowan County,Chowan,NC,Rural,Limited,Low
544275,Clay County,Clay,NC,Rural,Good,Low
544305,Cleveland County,Cleveland,NC,Rural,Limited,Moderate
544335,Columbus County,Columbus,NC,Rural,Good,Moderate
544365,Craven County,Craven,NC,Rural,Limited,Moderate
544395,Cumberland County,Cumberland,NC,Rural,Limited,Moderate
544425,Currituck County,Currituck,NC,Rural,Limited,Low
